coord	gene_name	rel_location	utr5_st	utr5_end	cds_st	cds_end	utr3_st	utr3_end	utr5_size	cds_size	utr3_size
5080455	PA4539	2.89818181818182	1358	1339	1338	247	246	-28	19	1091	274
5080456	PA4539	2.90181818181818	1359	1340	1339	248	247	-27	19	1091	274
5116813	ispB	0.578512396694215	69	-51	-52	-1020	-1021	-1089	120	968	68
5116814	ispB	0.586776859504132	70	-50	-51	-1019	-1020	-1088	120	968	68
5117947	PA4570	0.666666666666667	45	-23	-24	-248	-249	-420	68	224	171
5168751	PA4610	0.945454545454545	51	-3	-4	-438	-439	-469	54	434	30
5171920	katB	2.73484848484848	1762	1736	1735	194	193	-70	26	1541	263
5212763	upp	0.188235294117647	15	-69	-70	-708	-709	-710	84	638	1
5212769	upp	0.258823529411765	21	-63	-64	-702	-703	-704	84	638	1
5245420	chtA	2.4	2407	2243	2242	14	13	-21	164	2228	34
5380564	PA4793	0.772727272727273	50	-15	-16	-579	-580	-580	65	563	0
5380568	PA4793	0.833333333333333	54	-11	-12	-575	-576	-576	65	563	0
5559909	motA	2.52112676056338	898	889	888	37	36	-34	9	851	70
5572035	PA4963	2.72108843537415	845	817	816	106	105	-41	28	710	146
5940594	PA5275	0.0617283950617284	9	-152	-153	-488	-489	-615	161	335	126
5979125	pauB4	2.3953488372093	1425	1337	1336	17	16	-26	88	1319	42
6031334	PA5364	0.46551724137931	26	-31	-32	-934	-935	-994	57	902	59
6050670	betB	2.41935483870968	1553	1486	1485	13	12	-18	67	1472	30
6105053	PA5424	2.1551724137931	285	255	254	9	8	-49	30	245	57
6105054	PA5424	2.17241379310345	286	256	255	10	9	-48	30	245	57
6106264	purE	0.5625	8	-7	-8	-499	-500	-673	15	491	173
6106267	purE	0.75	11	-4	-5	-496	-497	-670	15	491	173
6106268	purE	0.8125	12	-3	-4	-495	-496	-669	15	491	173
6106270	purE	0.9375	14	-1	-2	-493	-494	-667	15	491	173
6161899	PA5472	2.18079096045198	889	833	832	32	31	-145	56	800	176
6167569	citA	2.85561497326203	1521	1450	1449	160	159	-27	71	1289	186
204539	PA0179	2.80808080808081	459	446	445	80	79	-19	13	365	98
356679	PA0317	0.990196078431373	100	-1	-2	-1396	-1397	-1442	101	1394	45
1260483	dapE	2.70689655172414	1192	1193	1192	41	40	-17	-1	1151	57
1773578	PA1630	0.148760330578512	17	-103	-104	-970	-971	-998	120	866	27
1803523	hsiA2	0.826235093696763	484	-102	-103	-1659	-1660	-1677	586	1556	17
1883643	PA1739	0.776315789473684	58	-17	-18	-989	-990	-1001	75	971	11
1883644	PA1739	0.789473684210526	59	-16	-17	-988	-989	-1000	75	971	11
1947279	PA1796.1	0.714285714285714	99	-40	-41	-117	-118	-143	139	76	25
2312871	PA2101	0.597014925373134	39	-27	-28	-918	-919	-919	66	890	0
2551383	PA2314	0.582417582417582	52	-38	-39	-1292	-1293	-1292	90	1253	-1
2605917	sfa3	0.666666666666667	37	-19	-20	-1105	-1106	-1160	56	1085	54
2605918	sfa3	0.684210526315789	38	-18	-19	-1104	-1105	-1159	56	1085	54
2737599	PA2440	0.180232558139535	61	-282	-283	-1245	-1246	-1243	343	962	-3
2959297	ftsK	2.5	2505	2493	2492	57	56	-57	12	2435	113
3162598	ptrA	2.3015873015873	296	211	210	19	18	-44	85	191	62
3373194	PA3012	2.54761904761905	443	398	397	23	22	-19	45	374	41
3394750	mobA	3	696	663	662	66	65	0	33	596	65
3547001	wzz	2.19422572178478	1524	1121	1120	74	73	-307	403	1046	380
3564438	hutR	0.925	73	-6	-7	-735	-736	-743	79	728	7
3608979	PA3219	2.67567567567568	876	863	862	50	49	-24	13	812	73
3608980	PA3219	2.68918918918919	877	864	863	51	50	-23	13	812	73
3608981	PA3219	2.7027027027027	878	865	864	52	51	-22	13	812	73
3645089	PA3258	0.55	10	-9	-10	-1815	-1816	-1822	19	1805	6
3649474	PA3262	0.417721518987342	164	-230	-231	-992	-993	-1120	394	761	127
3791056	phnC	2.38674033149171	933	907	906	70	69	-111	26	836	180
4048496	PA3614	0.755555555555556	67	-22	-23	-1426	-1427	-1468	89	1403	41
5138801	gdhA	2.31756756756757	1414	1385	1384	47	46	-101	29	1337	147
5275878	ilvI	2.52898550724638	1872	1871	1870	146	145	-130	1	1724	275
5647569	PA5020	2.82857142857143	2128	1977	1976	174	173	-36	151	1802	209
5698328	phaC2	0.802631578947368	121	-30	-31	-1713	-1714	-1741	151	1682	27
5940531	rnk	2.66049382716049	533	512	511	107	106	-55	21	404	161
5940534	rnk	2.67901234567901	536	515	514	110	109	-52	21	404	161
5940535	rnk	2.68518518518519	537	516	515	111	110	-51	21	404	161
5940536	rnk	2.69135802469136	538	517	516	112	111	-50	21	404	161
5940537	rnk	2.69753086419753	539	518	517	113	112	-49	21	404	161
6044879	PA5369.5	2.47887323943662	1704	1672	1671	136	135	-148	32	1535	283
6050665	betB	2.25806451612903	1548	1481	1480	8	7	-23	67	1472	30
6106266	purE	0.6875	10	-5	-6	-497	-498	-671	15	491	173
6110900	PA5430	0.192307692307692	34	-147	-148	-1362	-1363	-1381	181	1214	18
6183550	ersA	1.15909090909091	25	21	20	-111	-112	-173	4	131	61
723428	PA0668.1	1.86783854166667	1602	1333	1332	-203	-204	-236	269	1535	32
723491	PA0668.1	1.90885416666667	1665	1396	1395	-140	-141	-173	269	1535	32
725966	PA0668.4	1.64441369768246	1976	1863	1862	-1028	-1029	-1099	113	2890	70
726001	PA0668.4	1.65652023521273	2011	1898	1897	-993	-994	-1064	113	2890	70
726340	PA0668.4	1.77378069872017	2350	2237	2236	-654	-655	-725	113	2890	70
726641	PA0668.4	1.87789692148046	2651	2538	2537	-353	-354	-424	113	2890	70
4789187	PA4280.2	1.12184146763586	423	352	351	-2537	-2538	-2651	71	2888	113
4789241	PA4280.2	1.14053305642091	477	406	405	-2483	-2484	-2597	71	2888	113
4789488	PA4280.2	1.22602976808584	724	653	652	-2236	-2237	-2350	71	2888	113
4789734	PA4280.2	1.31118033921772	970	899	898	-1990	-1991	-2104	71	2888	113
4789827	PA4280.2	1.34337140879197	1063	992	991	-1897	-1898	-2011	71	2888	113
4792337	PA4280.5	1.09244791666667	174	142	141	-1394	-1395	-1731	32	1535	336
4792400	PA4280.5	1.13346354166667	237	205	204	-1331	-1332	-1668	32	1535	336
5264715	PA4690.2	1.12244897959184	425	354	353	-2537	-2538	-2651	71	2890	113
5264769	PA4690.2	1.14112763749568	479	408	407	-2483	-2484	-2597	71	2890	113
5265016	PA4690.2	1.22656520235213	726	655	654	-2236	-2237	-2350	71	2890	113
5265355	PA4690.2	1.34382566585956	1065	994	993	-1897	-1898	-2011	71	2890	113
5267865	PA4690.5	1.09244791666667	174	142	141	-1394	-1395	-1666	32	1535	271
5267928	PA4690.5	1.13346354166667	237	205	204	-1331	-1332	-1603	32	1535	271
6040199	PA5369.2	1.12244897959184	425	354	353	-2537	-2538	-2651	71	2890	113
6040253	PA5369.2	1.14112763749568	479	408	407	-2483	-2484	-2597	71	2890	113
6040500	PA5369.2	1.22656520235213	726	655	654	-2236	-2237	-2350	71	2890	113
6040828	PA5369.2	1.34002075406434	1054	983	982	-1908	-1909	-2022	71	2890	113
6040839	PA5369.2	1.34382566585956	1065	994	993	-1897	-1898	-2011	71	2890	113
6041188	PA5369.2	1.46454514008993	1414	1343	1342	-1548	-1549	-1662	71	2890	113
6043349	PA5369.5	1.09244791666667	174	142	141	-1394	-1395	-1678	32	1535	283
6043412	PA5369.5	1.13346354166667	237	205	204	-1331	-1332	-1615	32	1535	283
726587	PA0668.4	1.85921826357662	2597	2484	2483	-407	-408	-478	113	2890	70
4281700	PA3824.1	1.41379310344828	86	36	35	-51	-52	-215	50	86	163
4785842	PA4277.3	1.64705882352941	68	55	54	-30	-31	-105	13	84	74
4785844	PA4277.3	1.67058823529412	70	57	56	-28	-29	-103	13	84	74
4785846	PA4277.3	1.69411764705882	72	59	58	-26	-27	-101	13	84	74
5332132	PA4746.1	1.5974025974026	108	46	45	-31	-32	-77	62	76	45
6043121	PA5369.4	1.71428571428571	69	55	54	-22	-23	-55	14	76	32
1007771	PA0922.1	1.58441558441558	134	45	44	-32	-33	-106	89	76	73
4792109	PA4280.4	1.71428571428571	69	55	54	-22	-23	-55	14	76	32
